DATE,Volume BTC,Miners Revenue
06-05-2010,0,0
06-06-2010,0,0
06-07-2010,0,0
06-08-2010,0,0
06-09-2010,0,0
06-10-2010,0,0
06-11-2010,0,0
06-12-2010,0,0
6/13/2010,0,0
6/14/2010,0,0
6/15/2010,0,0
6/16/2010,0,0
6/17/2010,0,0
6/18/2010,0,0
6/19/2010,0,0
6/20/2010,0,0
6/21/2010,0,0
6/22/2010,0,0
6/23/2010,0,0
6/24/2010,0,0
6/25/2010,0,0
6/26/2010,0,0
6/27/2010,0,0
6/28/2010,0,0
6/29/2010,0,0
6/30/2010,0,0
07-01-2010,0,0
07-02-2010,0,0
07-03-2010,0,0
07-04-2010,0,0
07-05-2010,0,0
07-06-2010,0,0
07-07-2010,0,0
07-08-2010,0,0
07-09-2010,0,0
07-10-2010,0,0
07-11-2010,0,0
07-12-2010,0,0
7/13/2010,0,0
7/14/2010,0,0
7/15/2010,0,0
7/16/2010,0,0
7/17/2010,0,0
7/18/2010,0,0
7/19/2010,0,0
7/20/2010,0,0
7/21/2010,0,0
7/22/2010,0,0
7/23/2010,0,0
7/24/2010,0,0
7/25/2010,0,0
7/26/2010,0,0
7/27/2010,0,0
7/28/2010,0,0
7/29/2010,0,0
7/30/2010,0,0
7/31/2010,0,0
08-01-2010,0,0
08-02-2010,0,0
08-03-2010,0,0
08-04-2010,0,0
08-05-2010,0,0
08-06-2010,0,0
08-07-2010,0,0
08-08-2010,0,0
08-09-2010,0,0
08-10-2010,0,0
08-11-2010,0,0
08-12-2010,0,0
8/13/2010,0,0
8/14/2010,0,0
8/15/2010,0,0
8/16/2010,0,0
8/17/2010,825.9829,503.695
8/18/2010,142.08,492.174
8/19/2010,194.4288,481.6
8/20/2010,227.1802,556.945
8/21/2010,473.778718,615.4708
8/22/2010,1295.1984,660.68
8/23/2010,264.132,716.1
8/24/2010,667.55222,685.61225
8/25/2010,190.6555,754.775
8/26/2010,366.608987,691.5896
8/27/2010,577.265,578.5
8/28/2010,397.41,581.75
8/29/2010,195.4368,511.92
8/30/2010,2099.946,514.05
8/31/2010,333.23113,568.4875
09-01-2010,1019.7088,571.12
09-02-2010,382.2433,474.895
09-03-2010,521.5918,507.2
09-04-2010,96.1797,548.635
09-05-2010,272.6086,509.49
09-06-2010,432,540.8
09-07-2010,134.3382,466.9675
09-08-2010,155.83113,471.276
09-09-2010,167.2944,471.12
09-10-2010,315.38286,530.1855
09-11-2010,57.598,502.2
09-12-2010,494.382394,594.74085
9/13/2010,92.76696,508.482
9/14/2010,1293.538,624.975
9/15/2010,1035.825,1645
9/16/2010,51.3151,588.05
9/17/2010,252.735,657.72
9/18/2010,442.9866,721.665
9/19/2010,730.655528,657.2895
9/20/2010,1006.3482,668.87
9/21/2010,432.5289,560.205
9/22/2010,415.6104,543.22
9/23/2010,1213.884,667.8
9/24/2010,197.41183,772.563
9/25/2010,129.7296,630.24
9/26/2010,61.718489,613.44815
9/27/2010,990.132902,740.2514
9/28/2010,537.80096,677.268
9/29/2010,1080.30249,550.44369
9/30/2010,895.79664,436.536
10-01-2010,358.540217,483.5922
10-02-2010,783.481363,337.89455
10-03-2010,423.353,371.47
10-04-2010,1443.236,477.4
10-05-2010,2346.68143,387.5115
10-06-2010,1241.1231,481.08
10-07-2010,1900.7296,551.87
10-08-2010,12529.968,682
10-09-2010,20848.1372,918.0765
10-10-2010,9321.6,1032
10-11-2010,3318.3306,1073.325
10-12-2010,2558.556,792
10/13/2010,3432.92,802.75
10/14/2010,5152.77,1008
10/15/2010,2436.406,1100.75
10/16/2010,592.633,1302.55
10/17/2010,2536.842,1473.45
10/18/2010,1003.941,1344.15
10/19/2010,2060.5952,1244.16
10/20/2010,3507.15,1205.1
10/21/2010,4883.963,1269.85
10/22/2010,3208.716,818.55
10/23/2010,994.38922,948.387
10/24/2010,2612.88,1795.5
10/25/2010,3248.4,1575
10/26/2010,4876.35,2299
10/27/2010,10365.07,2014
10/28/2010,5242.94593,2042.6075
10/29/2010,4804.987,2244.25
10/30/2010,3084.6006,2302.8
10/31/2010,9809.904,1810.9
11-01-2010,4219.9825,1856.5
11-02-2010,3516.0675,1642.2
11-03-2010,13665.025,2763.75
11-04-2010,9353.54832,2253.8955
11-05-2010,6805.4832,2626.905
11-06-2010,8351.71,2929
11-07-2010,44081.41184,6199.9876
11-08-2010,34757.8,4828.5
11-09-2010,24843.3784,4041.6
11-10-2010,6364.7955,2573.655
11-11-2010,3077.28,2784
11-12-2010,3416.612,2146.05
11/13/2010,14431.8,3285
11/14/2010,4980.443,3558.1
11/15/2010,1380.6296,3124.94
11/16/2010,7390.9088,2558.435
11/17/2010,6985.16,3500
11/18/2010,7452.684301,3813.48685
11/19/2010,9694.731,2348.9
11/20/2010,3988.778,1661.75
11/21/2010,429.78,1957.79
11/22/2010,3732.834,2256
11/23/2010,4704.8618,2072.88
11/24/2010,1361.74788,2617.6575
11/25/2010,789.5421,2150.724
11/26/2010,9325.741,2933.35
11/27/2010,969.80059,2602.25085
11/28/2010,2773.80906,2362.263
11/29/2010,9227.324034,2957.4
11/30/2010,9022.0251,2887.5
12-01-2010,1785.787875,1991.25
12-02-2010,4686.9295,2412.5
12-03-2010,1371.195876,2450.88
12-04-2010,5647.820911,2834.955
12-05-2010,2472.8862,2796.5
12-06-2010,1371.816,2700
12-07-2010,3707.27123,2632.9
12-08-2010,2957.227137,2860.935
12-09-2010,4996.93585,2985
12-10-2010,339.324216,1530
12-11-2010,1424.973095,1956.5
12-12-2010,364.608024,1983.6
12/13/2010,1252.535135,1728.848
12/14/2010,1234.35273,1874.5
12/15/2010,2067.630181,2208.86
12/16/2010,973.3644125,2286.87
12/17/2010,3277.436205,2205.75
12/18/2010,79.288323,1967.1
12/19/2010,500.2390743,2299.08
12/20/2010,2878.022125,2186.25
12/21/2010,283.3972462,2650.5365
12/22/2010,3268.146216,2109.3
12/23/2010,1402.2805,1787.5
12/24/2010,1157.69375,1875
12/25/2010,1029.125,2025
12/26/2010,4465.505361,1984.49265
12/27/2010,438.29675,2133.25
12/28/2010,5186.17652,2366
12/29/2010,5364.534574,2588.6
12/30/2010,363.286489,2399.992
12/31/2010,1013.815721,2459.9918
01-01-2011,985.6248291,2669.9822
01-02-2011,706.3084824,2699.964
01-03-2011,1082.671182,2459.9836
01-04-2011,789.5440973,2129.2829
01-05-2011,57.81395428,2242.485
01-06-2011,890.419309,2197.65
01-07-2011,13047.28158,2318.4
01-08-2011,1273.388302,3099.8208
01-09-2011,639.8945678,2454.7848
01-10-2011,3418.867984,2747.15
01-11-2011,1335.411987,2664.9
01-12-2011,10463.0505,2922.5
1/13/2011,5852.6631,3746.25
1/14/2011,15553.8252,3915
1/15/2011,803.5836,3440
1/16/2011,410.5024,3460
1/17/2011,2393.5536,3460
1/18/2011,5974.913384,3016.962
1/19/2011,5956.860343,3009.885
1/20/2011,6592.028678,3087
1/21/2011,6360.46884,3916
1/22/2011,3326.660348,3525.18
1/23/2011,1393.725114,3776.55
1/24/2011,2980.879664,3987
1/25/2011,2972.04455,3315
1/26/2011,3600.406625,4143.75
1/27/2011,4439.124132,3339.2
1/28/2011,12566.61135,3667.5
1/29/2011,1534.340796,3345
1/30/2011,4618.87344,3936
1/31/2011,5127.3955,3751.5
02-01-2011,70422.8274,8502.5
02-02-2011,12758.26932,6804.8019
02-03-2011,6046.44375,5587.5
02-04-2011,28553.00976,8360
02-05-2011,24646.00202,8387.805
02-06-2011,4343.53712,8050
02-07-2011,6098.378769,9330.255
02-08-2011,4071.375,7740
02-09-2011,8980.208435,8555.25
02-10-2011,72060.0309,10395
02-11-2011,10896.31163,9612.075
02-12-2011,10715.07284,10354.05
2/13/2011,4282.82532,11016
2/14/2011,5708.4912,10046.16
2/15/2011,11014.97534,11501
2/16/2011,5520.733309,12129.6945
2/17/2011,4953.426972,12602.28
2/18/2011,8823.617616,11342.052
2/19/2011,33133.5831,8976
2/20/2011,9690.233999,8976.0224
2/21/2011,2384.471576,8180.28
2/22/2011,4681.003514,9216.6894
2/23/2011,11962.25845,11542.5
2/24/2011,6298.210311,10163.93
2/25/2011,11143.499,11100
2/26/2011,5365.168617,12406.51585
2/27/2011,21026.42112,13008
2/28/2011,5746.40242,7926.07885
03-01-2011,22042.24605,6305
03-02-2011,2016.058777,8025.81
03-03-2011,2784.31854,8606.64
03-04-2011,2980.380266,9345.9792
03-05-2011,2600.968577,12176.35715
03-06-2011,17230.29271,12295.55973
03-07-2011,15740.54397,10685.295
03-08-2011,4025.874182,8758.1088
03-09-2011,2922.430227,6984.284153
03-10-2011,5033.00307,5178.24
03-11-2011,8949.118456,6302.6724
03-12-2011,4060.443311,6300.8647
3/13/2011,1144.275752,5472.5396
3/14/2011,4165.4682,5266.8
3/15/2011,2533.623518,4365.342135
3/16/2011,4380.73308,6497.89
3/17/2011,9103.18376,5764.88
3/18/2011,11914.83645,5870.107917
3/19/2011,4610.830432,4491.624
3/20/2011,7317.32523,4938.29
3/21/2011,3606.928926,6114.0548
3/22/2011,6986.295995,5046.565906
3/23/2011,11509.47175,6303.6
3/24/2011,12734.6094,6848.1
3/25/2011,6518.06986,7214.34
3/26/2011,8677.64499,6383.87
3/27/2011,7058.944311,6857.349
3/28/2011,10776.07816,6992.055
3/29/2011,2924.272,6162.4
3/30/2011,3247.31265,6203.385
3/31/2011,4741.604559,8093.10192
04-01-2011,2950.920536,7002.13741
04-02-2011,1753.241551,7532.96044
04-03-2011,3394.835879,6680.7294
04-04-2011,16756.83852,7113.95
04-05-2011,11855.01058,7174.55
04-06-2011,6549.492114,5201.25502
04-07-2011,8755.861861,6220.6731
04-08-2011,16425.09653,6234.597
04-09-2011,9556.235432,6105.4904
04-10-2011,2297.66462,6378.546095
04-11-2011,8787.720623,6016.824
04-12-2011,37800.32361,7493.538
4/13/2011,51759.955,10053
4/14/2011,10783.304,7675.1
4/15/2011,75391.58255,7359.61248
4/16/2011,29328.49862,9146.535
4/17/2011,16441.2871,9657.585
4/18/2011,45944.60056,9361.6198
4/19/2011,16394.59311,8395.45
4/20/2011,27024.70546,8633.2653
4/21/2011,36693.81645,9886.2687
4/22/2011,56032.20504,11527.128
4/23/2011,76280.47402,13174.245
4/24/2011,83821.3818,15418.65
4/25/2011,26232.86112,16001.307
4/26/2011,35059.82189,16703.15
4/27/2011,58970.43555,18540.6
4/28/2011,265782.0919,21083.4
4/29/2011,104007.1833,27288.9
4/30/2011,349701.6747,38424.47964
05-01-2011,195812.795,40126.99
05-02-2011,85422.87474,31126.47
05-03-2011,45080.14852,36135.46
05-04-2011,68236.02436,33311.9
05-05-2011,50318.7615,39924.5
05-06-2011,83833.16834,35850.4082
05-07-2011,51864.1247,40537.2
05-08-2011,73003.7451,40189.5
05-09-2011,53299.65718,49058.957
05-10-2011,228989.8988,52036.4
05-11-2011,346483.6308,56762.335
05-12-2011,170586.0813,48819.5859
5/13/2011,541303.544,85015.45
5/14/2011,321728.0758,110475.7
5/15/2011,387948.5807,97589.7
5/16/2011,359376.634,95327.5
5/17/2011,285797.8916,109166.1871
5/18/2011,207908.2771,111543.084
5/19/2011,179823.7757,66559.12
5/20/2011,174854.9873,79633.6
5/21/2011,347598.3157,70453.8084
5/22/2011,147282.9492,84085.81
5/23/2011,288515.5913,103324.05
5/24/2011,100497.6288,106336.8
5/25/2011,246555.9135,109803.71
5/26/2011,658607.9468,148533.6
5/27/2011,168676.201,88450.72
5/28/2011,117323.8992,67809.805
5/29/2011,73005.9777,73637.0688
5/30/2011,120296.781,68985
5/31/2011,331557.8397,71438.496
06-01-2011,395779.1685,83777.111
06-02-2011,540577.4511,100679.25
06-03-2011,930152.08,145516.8
06-04-2011,889343.609,188567.71
06-05-2011,447742.1853,198016.154
06-06-2011,1094079.927,240874.98
06-07-2011,515246.4069,161590.68
06-08-2011,3238530.996,293220.0711
06-09-2011,2910528.464,335412
06-10-2011,2004325.645,396795
06-11-2011,4050559.104,349080
06-12-2011,5850718.501,298405.59
6/13/2011,1460526.193,301105
6/14/2011,1337714.542,236830.17
6/15/2011,600490.1123,282840
6/16/2011,618741.727,201216.76
6/17/2011,2014003.844,175089.894
6/18/2011,1024462.407,174236
6/19/2011,835714.0241,207189.5616
6/20/2011,64800.44909,201624.35
6/21/2011,71189.92006,179304
6/22/2011,42548.57152,203430.85
6/23/2011,82000.05506,190656
6/24/2011,86390.36377,201252.4515
6/25/2011,99286.98461,133249.6
6/26/2011,86763.04972,136087.7977
6/27/2011,875474.8608,144504
6/28/2011,481289.4082,134395.92
6/29/2011,363948.1783,153451
6/30/2011,375638.6748,158690
07-01-2011,736390.2677,153272
07-02-2011,603043.2972,144567.83
07-03-2011,310853.0866,125788.4
07-04-2011,599886.6341,130207.75
07-05-2011,1062944.311,113505
07-06-2011,2035936.1,128997
07-07-2011,1312709.668,110727.5
07-08-2011,699954.8257,115177.6419
07-09-2011,246364.949,118695
07-10-2011,550092.9019,113084.16
07-11-2011,933281.06,113436.8537
07-12-2011,455700.6471,105582.8146
7/13/2011,175243.2102,129684.75
7/14/2011,217006.452,108767.4
7/15/2011,300478.643,115300.9
7/16/2011,407703.3047,112278.3
7/17/2011,501222.9504,118129.52
7/18/2011,622348.6531,104866.166
7/19/2011,1463548.752,120789.9
7/20/2011,274899.3539,100540.44
7/21/2011,493514.4467,108151.9251
7/22/2011,291788.1427,99816.4629
7/23/2011,243135.3301,101045.28
7/24/2011,311925.4164,123121.8512
7/25/2011,663203.1026,115899.8337
7/26/2011,317893.7978,121795.2
7/27/2011,202130.4026,127297.17
7/28/2011,340784.7776,116998
7/29/2011,267373.2375,111172.8
7/30/2011,86919.73407,104962.8
7/31/2011,701179.9118,125248.5594
08-01-2011,135324.3395,118658.2257
08-02-2011,652208.5103,98951.65
08-03-2011,1260186.177,104236.7
08-04-2011,797232.9522,76484.80233
08-05-2011,298068.8428,79764.3
08-06-2011,808869.7757,68277
08-07-2011,1020588.344,63425.6
08-08-2011,619865.163,57411.62
08-09-2011,1306372.617,80598.1
08-10-2011,323752.0195,88906.3
08-11-2011,408626.9637,70931.2922
08-12-2011,678838.9159,67841.51472
8/13/2011,251467.598,64380.3
8/14/2011,555156.5949,69227.16
8/15/2011,465471.5704,85120.51
8/16/2011,197912.7512,76917.42
8/17/2011,209621.6487,72964.1
8/18/2011,227917.6117,92263.02
8/19/2011,374136.2514,79800.17
8/20/2011,154262.6194,85606.288
8/21/2011,130225.8231,84085.45
8/22/2011,358469.7226,101289.307
8/23/2011,217915.1273,97722.45
8/24/2011,118411.1181,74772.6
8/25/2011,427150.5619,70245.24924
8/26/2011,608901.5486,79361.5
8/27/2011,621389.9273,59716.05
8/28/2011,209585.7419,54073.92
8/29/2011,210157.7512,59304.2805
8/30/2011,159144.9525,70960.65405
8/31/2011,128105.5209,68040
09-01-2011,211483.5531,53695.5557
09-02-2011,127135.5555,68883.5845
09-03-2011,124327.2158,61920.2628
09-04-2011,109977.6106,54219.54599
09-05-2011,296955.3608,65255.169
09-06-2011,680394.3789,57474.41778
09-07-2011,413541.1551,55914.61928
09-08-2011,182464.8717,45748.57286
09-09-2011,1401208.868,48628.58
09-10-2011,490142.6879,44424.8226
09-11-2011,773062.6264,51089.6
09-12-2011,694994.8754,46061.905
9/13/2011,304159.0273,42525
9/14/2011,242072.0653,45541.97001
9/15/2011,299913.8561,42123.07
9/16/2011,442696.3234,32985.61
9/17/2011,113053.9557,30910.41
9/18/2011,122374.9755,41770
9/19/2011,365598.1146,34193.6
9/20/2011,913547.3174,47266.02
9/21/2011,380482.8556,46552.5692
9/22/2011,289696.5827,43748.39504
9/23/2011,372082.415,38250.87059
9/24/2011,141653.8827,35131.62
9/25/2011,48793.09641,39066.5
9/26/2011,322391.3195,37418.33942
9/27/2011,166339.6789,34905.74472
9/28/2011,154405.3659,33196.806
9/29/2011,83638.13744,32234.727
9/30/2011,220748.9199,32918.55
10-01-2011,163317.7511,36055.9
10-02-2011,76098.02244,33813.48
10-03-2011,72999.55606,33036.16914
10-04-2011,87686.97388,32710.09
10-05-2011,115499.1994,34436.325
10-06-2011,266863.6274,32814.08
10-07-2011,360869.565,31064.25
10-08-2011,425654.8027,29645.082
10-09-2011,190586.1598,27005.517
10-10-2011,93576.43231,25143.06111
10-11-2011,198806.0869,21958.61304
10-12-2011,232757.9477,25043.23848
10/13/2011,194858.3594,20265.3
10/14/2011,58437.56301,27374.10115
10/15/2011,215000.6724,28564.65
10/16/2011,113985.412,23998.3368
10/17/2011,727239.476,21258.81384
10/18/2011,317874.159,18423.7
10/19/2011,256867.5562,17497.88397
10/20/2011,194787.1084,12475.1
10/21/2011,252380.4913,18773.57804
10/22/2011,335137.9987,15516.6
10/23/2011,230988.733,17650.08
10/24/2011,156832.3366,19689.6
10/25/2011,459931.2838,19769.12
10/26/2011,117365.3706,15682.828
10/27/2011,173899.3508,17543.0248
10/28/2011,223321.463,16610.265
10/29/2011,327611.7091,22783.14301
10/30/2011,194443.0662,17714.71178
10/31/2011,115362.0627,23214.576
11-01-2011,167162.9552,24471.75
11-02-2011,126384.5162,25982.32
11-03-2011,97206.22583,20955.248
11-04-2011,149101.0489,23023.64722
11-05-2011,184400.332,24084.63
11-06-2011,68710.57265,22576.1
11-07-2011,53845.95934,19848.3817
11-08-2011,255153.1764,21677.13
11-09-2011,195261.7689,26322.642
11-10-2011,88246.85011,21759
11-11-2011,121758.5771,18306
11-12-2011,149387.0976,20998.72
11/13/2011,39810.35519,22783.848
11/14/2011,1047522.768,20610.06
11/15/2011,333163.4252,23276.57
11/16/2011,101963.9349,17297.8
11/17/2011,380780.1617,18857.44812
11/18/2011,99253.80016,15661.53894
11/19/2011,348626.4775,14841.9
11/20/2011,256401.0366,16003.596
11/21/2011,110200.9992,15462.08
11/22/2011,112267.6325,15869.55
11/23/2011,104758.9972,15596.14
11/24/2011,132862.1165,13783.38
11/25/2011,207195.9862,16647.68
11/26/2011,161761.7817,16081.03125
11/27/2011,64291.63827,14235.043
11/28/2011,128670.557,15749.35497
11/29/2011,560597.2731,20729.874
11/30/2011,302525.5919,21609.577
12-01-2011,360947.2758,29057.56
12-02-2011,215031.2778,24645.852
12-03-2011,279870.2732,23487.44496
12-04-2011,432545.7434,20490.47
12-05-2011,132611.5225,23448.79
12-06-2011,192633.828,24256.65
12-07-2011,197024.8056,22661.946
12-08-2011,140165.8433,23879.3
12-09-2011,135255.8988,22950.528
12-10-2011,176107.9626,23873.12
12-11-2011,455091.7675,24809.2
12-12-2011,189891.3843,23413.30185
12/13/2011,118072.7348,21298.2
12/14/2011,254484.3522,23604.231
12/15/2011,74118.04567,19664.3414
12/16/2011,182288.1946,20032.46
12/17/2011,70908.43711,23585.46
12/18/2011,53711.28428,23897.25
12/19/2011,510063.2773,27948.81908
12/20/2011,662323.3738,30397.5
12/21/2011,418278.254,31864.83
12/22/2011,257009.4331,27560.69896
12/23/2011,118547.0411,30031.85
12/24/2011,72107.95879,26077.2398
12/25/2011,350822.3377,38199.1694
12/26/2011,419204.353,37101.21177
12/27/2011,153015.1924,32285.12
12/28/2011,165417.159,31429.16664
12/29/2011,307207.5187,30327.32
12/30/2011,184602.2164,27532.9
12/31/2011,648541.6974,40224.735
01-01-2012,426262.0353,38755.6
01-02-2012,594783.3445,41826.7395
01-03-2012,557476.6023,42875.45
01-04-2012,473018.5997,43246.9982
01-05-2012,1054656.818,47064.645
01-06-2012,1888020.116,61413.32
01-07-2012,484924.2669,63518.88024
01-08-2012,428239.4351,57981.6
01-09-2012,935777.4587,58003.2
01-10-2012,848166.1724,50324.56
01-11-2012,841167.1055,54284.49
01-12-2012,909030.2954,58361.977
1/13/2012,452370.5569,42583.74345
1/14/2012,781797.2917,54074.25
1/15/2012,608385.0404,51767.86594
1/16/2012,742853.8228,57007.8184
1/17/2012,929941.5205,55302.54
1/18/2012,2327006.607,49421.45
1/19/2012,730224.2295,42884.1
1/20/2012,601985.1547,45684.94
1/21/2012,446998.4078,58655.25
1/22/2012,220711.1063,41554.17
1/23/2012,259120.9726,55214.7869
1/24/2012,211725.8412,44028.37
1/25/2012,529706.3012,50032.65
1/26/2012,996019.801,40343.4
1/27/2012,825301.8324,39658.019
1/28/2012,531539.4501,44582.6514
1/29/2012,299939.3613,48216.96
1/30/2012,281662.5501,46508
1/31/2012,222331.8095,44787.55
02-01-2012,281803.0635,38095.966
02-02-2012,858000.3099,50592
02-03-2012,399486.4498,49227.036
02-04-2012,151418.2892,49248
02-05-2012,703127.2044,40568.85
02-06-2012,388811.4295,42869.16
02-07-2012,499825.8721,40854.97845
02-08-2012,1410604.19,38629.4376
02-09-2012,390715.0466,41789
02-10-2012,501592.2748,43592.06425
02-11-2012,166725.3473,41424
02-12-2012,605923.1588,46817.55
2/13/2012,1150509.005,42064.88
2/14/2012,1595943.967,38113.6
2/15/2012,606265.9204,34721.2
2/16/2012,1022854.932,30574.83912
2/17/2012,689769.4893,33881.16794
2/18/2012,325162.1644,39360.05275
2/19/2012,157343.7457,34025.30716
2/20/2012,279579.9735,33009.56
2/21/2012,199367.9598,28399.8662
2/22/2012,382274.6364,35652.62
2/23/2012,681747.659,41388.10324
2/24/2012,682550.9773,37704.69612
2/25/2012,338506.4553,42354.78
2/26/2012,390657.3027,38015.54946
2/27/2012,244820.3359,40310.4
2/28/2012,269874.5993,37525
2/29/2012,209114.02,45584.7
03-01-2012,192357.7856,38906.74326
03-02-2012,673421.5188,33196.00752
03-03-2012,197621.9374,28455.04235
03-04-2012,210428.503,31864.7
03-05-2012,387615.2426,33284.16
03-06-2012,208535.2821,37390.2
03-07-2012,243593.7499,37791.78
03-08-2012,253573.6222,39020
03-09-2012,202271.8185,41099.0197
03-10-2012,170994.4199,42755.7
03-11-2012,202433.0228,33198.47
03-12-2012,111077.9077,41919.69495
3/13/2012,616879.7663,41170.1
3/14/2012,373636.8875,37593.582
3/15/2012,260320.8389,35174.3
3/16/2012,162261.1269,38647.8
3/17/2012,149637.9573,46459.8792
3/18/2012,212994.984,41979.98394
3/19/2012,501626.3094,41969.4496
3/20/2012,763389.5205,36871.92
3/21/2012,246229.4882,39466.48
3/22/2012,183497.0318,38078.64
3/23/2012,335345.6423,31409.49
3/24/2012,214667.0304,40860.05184
3/25/2012,310873.4454,39163.42722
3/26/2012,330843.538,36041.43351
3/27/2012,282240.2801,35090.22
3/28/2012,247231.8761,38544.44768
3/29/2012,186601.0914,33802.83768
3/30/2012,163903.6182,36244.32
3/31/2012,239657.3654,40362.3
04-01-2012,174322.4634,36987.216
04-02-2012,363920.4357,32278.32
04-03-2012,347947.1987,32084.04
04-04-2012,305609.3167,35053.41
04-05-2012,181999.0409,29451.58616
04-06-2012,249517.872,30523.84
04-07-2012,410663.8892,32882.94
04-08-2012,268961.9624,35054.4
04-09-2012,124253.2439,36254.4
04-10-2012,279791.1635,35054.6
04-11-2012,211884.2384,35022.1796
04-12-2012,326390.7911,34391.88
4/13/2012,393935.3423,31171.01056
4/14/2012,453609.727,33474.65
4/15/2012,142891.6222,29175.69206
4/16/2012,143852.4783,33136.92
4/17/2012,162666.8532,35691.85149
4/18/2012,415769.6254,31612.911
4/19/2012,208230.2511,40507.95
4/20/2012,251079.2711,40098.52
4/21/2012,666085.0128,40310.88
4/22/2012,177455.1074,39725.4585
4/23/2012,175572.3554,38633.99796
4/24/2012,440369.9594,32006
4/25/2012,200035.853,35629.8
4/26/2012,312026.8611,39953.34
4/27/2012,145131.7601,32395.1832
4/28/2012,479852.2014,39942.868
4/29/2012,110804.1281,41677.812
4/30/2012,228062.8852,42270
05-01-2012,190453.7852,44780
05-02-2012,510833.5832,39908.6034
05-03-2012,205678.0834,43068.672
05-04-2012,170522.1556,39964
05-05-2012,164735.2775,40212.4455
05-06-2012,88451.06782,43892.192
05-07-2012,211685.0672,43610.632
05-08-2012,354303.6779,47491.2
05-09-2012,201085.7501,41859.28326
05-10-2012,197645.3574,36946.125
05-11-2012,419431.8836,30996.3808
05-12-2012,163632.6292,34310
5/13/2012,93828.23455,33042.5968
5/14/2012,216470.6714,36148.408
5/15/2012,208556.2162,33436.21
5/16/2012,282259.9538,28570.05774
5/17/2012,249436.7234,30344.895
5/18/2012,270743.793,37012.95
5/19/2012,148239.4809,37712.95903
5/20/2012,91465.90034,36678.3
5/21/2012,117273.3239,34066.155
5/22/2012,222442.3503,30023.68
5/23/2012,311516.2377,31300.56
